fecha,hora_24,lecturas,consumo_real_kwh,consumo_reportado_kwh,hora_ampm
2026-01-22,11,5061,22057.54,21881.72,11 AM
2026-01-22,12,5061,20289.38,20073.47,12 PM
2026-01-22,13,5061,18509.95,18321.46,1 PM
2026-01-22,14,5061,17522.34,17339.17,2 PM
2026-01-22,15,5061,17613.92,17495.25,3 PM
2026-01-22,16,5061,18111.31,18051.75,4 PM
2026-01-22,17,5061,19286.71,19146.53,5 PM
2026-01-22,18,5061,21638.43,21464.47,6 PM
2026-01-22,19,5061,24165.71,23957.56,7 PM
2026-01-22,20,5061,26331.11,26090.86,8 PM
2026-01-22,21,5061,27367.91,27157.16,9 PM
2026-01-22,22,5061,26648.25,26450.7,10 PM
2026-01-22,23,5061,24318.29,24147.01,11 PM
2026-01-23,0,5062,18925.43,18824.6,12 AM
2026-01-23,1,5062,19886.64,19784.88,1 AM
2026-01-23,2,5062,20028.33,19895.47,2 AM
2026-01-23,3,5062,19767.86,19518.62,3 AM
2026-01-23,4,5062,19689.22,19413.5,4 AM
2026-01-23,5,5062,21069.55,20711.44,5 AM
2026-01-23,6,5062,23838.02,23624.53,6 AM
2026-01-23,7,5062,25593.68,25369.86,7 AM
2026-01-23,8,5062,26151.09,25956.06,8 AM
2026-01-23,9,5062,24887.37,24622.27,9 AM
2026-01-23,10,5062,23692.32,23417.48,10 AM
2026-01-23,11,5062,21878.15,21634.35,11 AM
2026-01-23,12,5062,20104.63,19885.88,12 PM
2026-01-23,13,5062,18180.76,17979.83,1 PM
2026-01-23,14,5062,17429.65,17227.19,2 PM
2026-01-23,15,5062,17535.83,17320.77,3 PM
2026-01-23,16,5062,18012.32,17786.38,4 PM
2026-01-23,17,5062,19202.98,18938.73,5 PM
2026-01-23,18,5062,21405.69,21063.15,6 PM
2026-01-23,19,5062,23908.92,23510.99,7 PM
2026-01-23,20,5062,26074.64,25555.85,8 PM
2026-01-23,21,5062,27078.2,26601.72,9 PM
2026-01-23,22,5062,26425.0,25938.55,10 PM
2026-01-23,23,5062,24074.42,23665.38,11 PM
2026-01-24,0,5066,18674.52,18366.19,12 AM
2026-01-24,1,5066,20619.15,20280.09,1 AM
2026-01-24,2,5066,21629.26,21306.72,2 AM
2026-01-24,3,5066,21772.35,21493.76,3 AM
2026-01-24,4,5066,21213.65,20934.26,4 AM
2026-01-24,5,5066,21156.94,20874.18,5 AM
2026-01-24,6,5066,22079.14,21882.72,6 AM
2026-01-24,7,5066,23162.12,22921.75,7 AM
2026-01-24,8,5066,23722.63,23351.64,8 AM
2026-01-24,9,5066,23033.92,22692.81,9 AM
2026-01-24,10,5066,21722.7,21503.73,10 AM
2026-01-24,11,5066,20457.43,20232.16,11 AM
2026-01-24,12,5066,18901.91,18694.73,12 PM
2026-01-24,13,5066,17463.26,17246.44,1 PM
2026-01-24,14,5066,16942.05,16726.59,2 PM
2026-01-24,15,5066,16851.86,16701.61,3 PM
2026-01-24,16,5066,16948.18,16752.28,4 PM
2026-01-24,17,5066,17785.7,17588.55,5 PM
2026-01-24,18,5066,19742.0,19558.71,6 PM
2026-01-24,19,5066,22219.7,22040.33,7 PM
2026-01-24,20,5066,25031.46,24821.59,8 PM
2026-01-24,21,5066,27563.32,27336.41,9 PM
2026-01-24,22,5066,28631.9,28405.95,10 PM
2026-01-24,23,5066,27969.05,27765.35,11 PM
2026-01-25,0,5070,20067.81,19867.13,12 AM
2026-01-25,1,5070,22423.65,22216.83,1 AM
2026-01-25,2,5070,23996.55,23819.28,2 AM
2026-01-25,3,5070,24367.12,24163.82,3 AM
2026-01-25,4,5070,24173.44,23942.49,4 AM
2026-01-25,5,5070,23697.69,23440.41,5 AM
2026-01-25,6,5070,23928.02,23642.56,6 AM
2026-01-25,7,5070,23985.86,23701.43,7 AM
2026-01-25,8,5070,24101.37,23797.2,8 AM
2026-01-25,9,5070,23202.7,22951.74,9 AM
2026-01-25,10,5070,21792.12,21550.09,10 AM
2026-01-25,11,5070,20216.42,19929.25,11 AM
2026-01-25,12,5070,18504.35,18321.12,12 PM
2026-01-25,13,5070,17143.01,17073.45,1 PM
2026-01-25,14,5070,15940.79,15802.83,2 PM
2026-01-25,15,5070,15829.73,15729.83,3 PM
2026-01-25,16,5070,16118.38,16020.38,4 PM
2026-01-25,17,5070,16849.96,16794.77,5 PM
2026-01-25,18,5070,19505.37,19410.03,6 PM
2026-01-25,19,5070,22199.8,22073.24,7 PM
2026-01-25,20,5070,25687.92,25367.4,8 PM
2026-01-25,21,5070,28975.18,28638.17,9 PM
2026-01-25,22,5070,31136.49,30740.82,10 PM
2026-01-25,23,5070,31512.32,31027.42,11 PM
2026-01-26,0,5072,19174.1,18802.19,12 AM
2026-01-26,1,5072,20043.12,19665.03,1 AM
2026-01-26,2,5072,20098.34,19743.27,2 AM
2026-01-26,3,5072,19828.74,19495.93,3 AM
2026-01-26,4,5072,19779.01,19440.87,4 AM
2026-01-26,5,5072,21276.23,20966.54,5 AM
2026-01-26,6,5072,24145.12,23866.75,6 AM
2026-01-26,7,5072,25769.42,25508.48,7 AM
2026-01-26,8,5072,26603.73,26360.66,8 AM
2026-01-26,9,5072,25318.87,24964.15,9 AM
2026-01-26,10,5072,24086.55,23753.26,10 AM
2026-01-26,11,5072,22187.82,22002.89,11 AM
2026-01-26,12,5072,20461.28,20295.12,12 PM
2026-01-26,13,5072,18680.31,18389.9,1 PM
2026-01-26,14,5072,17675.26,17440.45,2 PM
2026-01-26,15,5072,17732.99,17510.29,3 PM
2026-01-26,16,5072,18130.78,17931.72,4 PM
2026-01-26,17,5072,19385.25,19183.9,5 PM
2026-01-26,18,5072,22007.82,21849.64,6 PM
2026-01-26,19,5072,24436.22,24310.92,7 PM
2026-01-26,20,5072,26537.86,26410.13,8 PM
2026-01-26,21,5072,27580.22,27447.29,9 PM
2026-01-26,22,5072,26756.18,26649.88,10 PM
2026-01-26,23,5072,24431.39,24321.72,11 PM
2026-01-27,0,5075,19045.46,18955.47,12 AM
2026-01-27,1,5075,20080.57,19972.3,1 AM
2026-01-27,2,5075,20112.35,20013.51,2 AM
2026-01-27,3,5075,19647.82,19444.37,3 AM
2026-01-27,4,5075,19606.86,19376.66,4 AM
2026-01-27,5,5075,20820.09,20476.83,5 AM
2026-01-27,6,5075,23529.91,23014.01,6 AM
2026-01-27,7,5075,25285.47,24636.63,7 AM
2026-01-27,8,5075,25993.67,25397.96,8 AM
2026-01-27,9,5075,24701.08,24221.91,9 AM
2026-01-27,10,5075,23851.71,23741.24,10 AM
2026-01-27,11,5075,22300.85,22067.69,11 AM
2026-01-27,12,5075,20575.59,20363.12,12 PM
2026-01-27,13,5075,18812.03,18597.8,1 PM
2026-01-27,14,5075,17665.02,17565.28,2 PM
2026-01-27,15,5075,17597.58,17585.84,3 PM
2026-01-27,16,5075,18115.44,18023.21,4 PM
2026-01-27,17,5075,19462.74,19336.65,5 PM
2026-01-27,18,5075,22081.61,21945.82,6 PM
2026-01-27,19,5075,24543.97,24315.2,7 PM
2026-01-27,20,5075,26608.06,26292.54,8 PM
2026-01-27,21,5075,27520.64,27223.68,9 PM
2026-01-27,22,5075,26685.5,26408.14,10 PM
2026-01-27,23,5075,24390.89,24120.08,11 PM
2026-01-28,0,5078,18856.97,18645.34,12 AM
2026-01-28,1,5078,19735.04,19508.86,1 AM
2026-01-28,2,5078,19812.82,19594.31,2 AM
2026-01-28,3,5078,19224.01,19050.94,3 AM
2026-01-28,4,5078,19078.89,18912.39,4 AM
2026-01-28,5,5078,20220.8,20047.12,5 AM
2026-01-28,6,5078,22477.22,22310.72,6 AM
2026-01-28,7,5078,24010.31,23796.26,7 AM
2026-01-28,8,5078,24669.87,24867.17,8 AM
2026-01-28,9,5078,23610.08,23450.12,9 AM
2026-01-28,10,5078,22347.76,22223.85,10 AM
2026-01-28,11,5078,21032.65,20923.54,11 AM
2026-01-28,12,5078,19164.85,19081.04,12 PM
2026-01-28,13,5078,17919.38,17851.7,1 PM
2026-01-28,14,5078,17768.8,17715.45,2 PM
2026-01-28,15,5078,17678.72,17600.56,3 PM
2026-01-28,16,5078,18146.96,18042.88,4 PM
2026-01-28,17,5078,19256.6,19161.25,5 PM
2026-01-28,18,5078,21327.1,21175.83,6 PM
2026-01-28,19,5078,23343.67,23139.07,7 PM
2026-01-28,20,5078,25445.53,25246.23,8 PM
2026-01-28,21,5078,26464.99,26250.88,9 PM
2026-01-28,22,5078,25807.36,25644.95,10 PM
2026-01-28,23,5078,23689.95,23515.62,11 PM
2026-01-29,0,5081,18896.09,18854.21,12 AM
2026-01-29,1,5081,19864.56,19807.25,1 AM
2026-01-29,2,5081,19824.49,19828.57,2 AM
2026-01-29,3,5081,19348.95,19335.49,3 AM
2026-01-29,4,5081,19312.44,19231.17,4 AM
2026-01-29,5,5081,20421.34,20220.57,5 AM
2026-01-29,6,5081,22853.56,22612.16,6 AM
2026-01-29,7,5081,24560.93,24255.2,7 AM
2026-01-29,8,5081,25072.99,24741.29,8 AM
2026-01-29,9,5081,23963.66,23641.41,9 AM
2026-01-29,10,5081,23062.86,22962.28,10 AM
2026-01-29,11,5081,21677.39,21606.0,11 AM
2026-01-29,12,5081,19729.03,19655.94,12 PM
2026-01-29,13,5081,18291.21,18224.63,1 PM
2026-01-29,14,5081,17591.09,17540.12,2 PM
2026-01-29,15,5081,17661.61,17593.68,3 PM
2026-01-29,16,5081,18095.05,17962.59,4 PM
2026-01-29,17,5081,19138.69,18967.4,5 PM
2026-01-29,18,5081,21542.55,21262.07,6 PM
2026-01-29,19,5081,23982.29,23610.7,7 PM
2026-01-29,20,5081,26006.56,25578.83,8 PM
2026-01-29,21,5081,26877.41,26374.29,9 PM
2026-01-29,22,5081,26110.94,25687.51,10 PM
2026-01-29,23,5081,24018.05,23606.29,11 PM
2026-01-30,0,5081,19115.41,18796.48,12 AM
2026-01-30,1,5081,20089.61,19768.68,1 AM
2026-01-30,2,5081,20120.35,19814.48,2 AM
2026-01-30,3,5081,19644.68,19453.83,3 AM
2026-01-30,4,5081,19823.08,19686.34,4 AM
2026-01-30,5,5081,21042.02,20922.07,5 AM
2026-01-30,6,5081,23905.16,23903.19,6 AM
2026-01-30,7,5081,25489.01,25512.33,7 AM
2026-01-30,8,5081,26360.85,26412.16,8 AM
2026-01-30,9,5081,25115.75,25114.72,9 AM
2026-01-30,10,5081,24259.12,24278.8,10 AM
2026-01-30,11,5081,22121.89,22083.28,11 AM
2026-01-30,12,5081,20325.3,20312.74,12 PM
2026-01-30,13,5081,18682.53,18658.56,1 PM
2026-01-30,14,5081,17569.15,17723.97,2 PM
2026-01-30,15,5081,17587.55,17705.72,3 PM
2026-01-30,16,5081,17990.5,17954.63,4 PM
2026-01-30,17,5081,19169.75,19102.96,5 PM
2026-01-30,18,5081,21843.15,21728.12,6 PM
2026-01-30,19,5081,24324.73,24023.17,7 PM
2026-01-30,20,5081,26500.99,26208.84,8 PM
2026-01-30,21,5081,27359.26,27069.57,9 PM
2026-01-30,22,5081,26713.81,26621.43,10 PM
2026-01-30,23,5081,24447.5,24377.63,11 PM
2026-01-31,0,5084,19082.58,19130.02,12 AM
2026-01-31,1,5084,20888.17,20791.65,1 AM
2026-01-31,2,5084,21818.16,21709.33,2 AM
2026-01-31,3,5084,21911.53,21812.44,3 AM
2026-01-31,4,5084,21229.72,21116.99,4 AM
2026-01-31,5,5084,21039.56,20949.69,5 AM
2026-01-31,6,5084,22036.43,21953.78,6 AM
2026-01-31,7,5084,23021.52,22937.49,7 AM
2026-01-31,8,5084,23904.29,23824.07,8 AM
2026-01-31,9,5084,23225.84,22944.57,9 AM
2026-01-31,10,5084,22679.4,22395.87,10 AM
2026-01-31,11,5084,21348.53,21082.49,11 AM
2026-01-31,12,5084,19948.67,19526.86,12 PM
2026-01-31,13,5084,18567.97,18079.63,1 PM
2026-01-31,14,5084,17182.03,16846.4,2 PM
2026-01-31,15,5084,16891.53,16535.21,3 PM
2026-01-31,16,5084,17179.46,16826.82,4 PM
2026-01-31,17,5084,18304.2,17935.35,5 PM
2026-01-31,18,5084,20787.85,20417.23,6 PM
2026-01-31,19,5084,23205.94,22785.11,7 PM
2026-01-31,20,5084,26211.49,25785.96,8 PM
2026-01-31,21,5084,28434.19,27975.74,9 PM
2026-01-31,22,5084,29337.58,28885.34,10 PM
2026-01-31,23,5084,28633.61,28160.05,11 PM
2026-02-01,0,5087,17773.36,17487.53,12 AM
2026-02-01,1,5087,19901.98,19547.12,1 AM
2026-02-01,2,5087,21316.05,20923.45,2 AM
2026-02-01,3,5087,21798.17,21412.34,3 AM
2026-02-01,4,5087,21392.4,20960.42,4 AM
2026-02-01,5,5087,20859.81,20569.1,5 AM
2026-02-01,6,5087,20552.82,20285.4,6 AM
2026-02-01,7,5087,20264.75,20020.39,7 AM
2026-02-01,8,5087,20066.59,19849.91,8 AM
2026-02-01,9,5087,18907.62,18730.73,9 AM
2026-02-01,10,5087,17655.45,17502.72,10 AM
2026-02-01,11,5087,16506.93,16391.29,11 AM
2026-02-01,12,5087,15914.93,15880.77,12 PM
2026-02-01,13,5087,15515.18,15475.55,1 PM
2026-02-01,14,5087,15230.08,15196.61,2 PM
2026-02-01,15,5087,15566.04,15445.35,3 PM
2026-02-01,16,5087,15390.63,15247.05,4 PM
2026-02-01,17,5087,16073.51,15914.56,5 PM
2026-02-01,18,5087,17950.56,17692.07,6 PM
2026-02-01,19,5087,20071.67,19752.78,7 PM
2026-02-01,20,5087,22606.31,22217.55,8 PM
2026-02-01,21,5087,24941.34,24451.47,9 PM
2026-02-01,22,5087,26501.01,25950.47,10 PM
2026-02-01,23,5087,27167.17,26623.51,11 PM
2026-02-02,0,5089,18202.74,17881.94,12 AM
2026-02-02,1,5089,20319.06,19982.26,1 AM
2026-02-02,2,5089,21827.31,21559.04,2 AM
2026-02-02,3,5089,22281.13,21984.77,3 AM
2026-02-02,4,5089,21797.18,21447.08,4 AM
2026-02-02,5,5089,21115.75,20761.02,5 AM
2026-02-02,6,5089,21139.33,20788.61,6 AM
2026-02-02,7,5089,20883.17,20504.36,7 AM
2026-02-02,8,5089,20912.73,20531.07,8 AM
2026-02-02,9,5089,19943.4,19583.85,9 AM
2026-02-02,10,5089,19005.56,18499.0,10 AM
2026-02-02,11,5089,17587.75,17350.91,11 AM
2026-02-02,12,5089,16519.0,16345.43,12 PM
2026-02-02,13,5089,15631.8,15465.35,1 PM
2026-02-02,14,5089,15362.83,15207.54,2 PM
2026-02-02,15,5089,15020.68,14878.79,3 PM
2026-02-02,16,5089,15420.21,15236.8,4 PM
2026-02-02,17,5089,16246.26,15992.48,5 PM
2026-02-02,18,5089,18080.79,17796.66,6 PM
2026-02-02,19,5089,20176.81,19852.59,7 PM
2026-02-02,20,5089,23060.01,22709.84,8 PM
2026-02-02,21,5089,26030.7,25610.82,9 PM
2026-02-02,22,5089,27846.13,27352.79,10 PM
2026-02-02,23,5089,28334.24,27802.88,11 PM
2026-02-03,0,5093,17904.6,17631.7,12 AM
2026-02-03,1,5093,18912.25,18578.67,1 AM
2026-02-03,2,5093,18915.12,18619.01,2 AM
2026-02-03,3,5093,18500.66,18238.77,3 AM
2026-02-03,4,5093,18552.65,18306.42,4 AM
2026-02-03,5,5093,19776.31,19522.58,5 AM
2026-02-03,6,5093,22367.55,22075.04,6 AM
2026-02-03,7,5093,23713.94,23451.84,7 AM
2026-02-03,8,5093,24173.45,23968.11,8 AM
2026-02-03,9,5093,22706.3,22548.53,9 AM
2026-02-03,10,5093,21305.02,21092.63,10 AM
2026-02-03,11,5093,19350.88,19122.31,11 AM
2026-02-03,12,5093,17569.71,17500.56,12 PM
2026-02-03,13,5093,17156.63,17087.02,1 PM
2026-02-03,14,5093,16838.07,16767.65,2 PM
2026-02-03,15,5093,17200.6,17105.86,3 PM
2026-02-03,16,5093,17406.2,17291.88,4 PM
2026-02-03,17,5093,18489.81,18342.19,5 PM
2026-02-03,18,5093,20360.58,20125.29,6 PM
2026-02-03,19,5093,22252.88,21929.32,7 PM
2026-02-03,20,5093,23793.44,23441.46,8 PM
2026-02-03,21,5093,24640.23,24267.48,9 PM
2026-02-03,22,5093,24291.64,23918.8,10 PM
2026-02-03,23,5093,22441.43,22070.74,11 PM
2026-02-04,0,5095,18168.49,17925.55,12 AM
2026-02-04,1,5095,19047.49,18711.66,1 AM
2026-02-04,2,5095,19215.29,18837.36,2 AM
2026-02-04,3,5095,18804.93,18461.05,3 AM
2026-02-04,4,5095,18890.56,18595.62,4 AM
2026-02-04,5,5095,19978.79,19698.36,5 AM
2026-02-04,6,5095,22873.42,22629.37,6 AM
2026-02-04,7,5095,24171.76,23768.22,7 AM
2026-02-04,8,5095,24790.52,24377.99,8 AM
2026-02-04,9,5095,23623.17,23211.08,9 AM
2026-02-04,10,5095,22257.82,21911.14,10 AM
2026-02-04,11,5095,20790.25,20357.79,11 AM
2026-02-04,12,5095,18816.71,18410.5,12 PM
2026-02-04,13,5095,17169.22,16822.99,1 PM
2026-02-04,14,5095,16843.99,16497.34,2 PM
2026-02-04,15,5095,16962.29,16624.9,3 PM
2026-02-04,16,5095,17307.41,16968.88,4 PM
2026-02-04,17,5095,18475.85,18098.47,5 PM
2026-02-04,18,5095,20458.39,20078.52,6 PM
2026-02-04,19,5095,22471.01,22015.91,7 PM
2026-02-04,20,5095,24560.5,24087.07,8 PM
2026-02-04,21,5095,25609.14,25070.75,9 PM
2026-02-04,22,5095,24972.33,24554.0,10 PM
2026-02-04,23,5095,22824.0,22461.51,11 PM
2026-02-05,0,5098,17410.33,17026.22,12 AM
2026-02-05,1,5098,18311.31,17914.77,1 AM
2026-02-05,2,5098,18370.43,17933.59,2 AM
2026-02-05,3,5098,17844.59,17432.54,3 AM
2026-02-05,4,5098,17626.48,17246.86,4 AM
2026-02-05,5,5098,18437.77,18035.91,5 AM
2026-02-05,6,5098,20439.8,19949.85,6 AM
2026-02-05,7,5098,21601.75,21061.67,7 AM
2026-02-05,8,5098,22008.48,21315.89,8 AM
2026-02-05,9,5098,20628.92,20322.75,9 AM
2026-02-05,10,5098,19442.07,19051.15,10 AM
2026-02-05,11,5098,18335.89,18079.2,11 AM
2026-02-05,12,5098,17694.09,17449.16,12 PM
2026-02-05,13,5098,17217.37,16998.34,1 PM
2026-02-05,14,5098,16913.45,16697.56,2 PM
2026-02-05,15,5098,17907.01,17659.38,3 PM
2026-02-05,16,5098,17751.02,17391.8,4 PM
2026-02-05,17,5098,18409.59,18024.74,5 PM
2026-02-05,18,5098,20397.4,19954.49,6 PM
2026-02-05,19,5098,22166.13,21620.38,7 PM
2026-02-05,20,5098,23742.79,23154.41,8 PM
2026-02-05,21,5098,24274.98,23767.68,9 PM
2026-02-05,22,5098,23475.93,22977.49,10 PM
2026-02-05,23,5098,21556.96,21091.02,11 PM
2026-02-06,0,5102,18292.59,17920.17,12 AM
2026-02-06,1,5102,19308.09,18934.0,1 AM
2026-02-06,2,5102,19322.89,18947.8,2 AM
2026-02-06,3,5102,18857.42,18555.14,3 AM
2026-02-06,4,5102,18944.45,18649.06,4 AM
2026-02-06,5,5102,20206.37,20053.54,5 AM
2026-02-06,6,5102,22778.71,22646.07,6 AM
2026-02-06,7,5102,24479.77,24336.36,7 AM
2026-02-06,8,5102,25386.16,25119.32,8 AM
2026-02-06,9,5102,24329.69,24231.8,9 AM
2026-02-06,10,5102,23034.63,22982.17,10 AM
2026-02-06,11,5102,21655.81,21625.77,11 AM
2026-02-06,12,5102,20049.03,20009.54,12 PM
2026-02-06,13,5102,18631.01,18606.76,1 PM
2026-02-06,14,5102,17261.0,17225.24,2 PM
2026-02-06,15,5102,16966.84,16899.48,3 PM
2026-02-06,16,5102,17552.91,17467.91,4 PM
2026-02-06,17,5102,19021.57,18902.07,5 PM
2026-02-06,18,5102,21521.69,21338.55,6 PM
2026-02-06,19,5102,23813.88,23556.51,7 PM
2026-02-06,20,5102,25758.21,25443.95,8 PM
2026-02-06,21,5102,26534.63,26234.99,9 PM
2026-02-06,22,5102,25808.97,25478.68,10 PM
2026-02-06,23,5102,23524.63,23194.89,11 PM
2026-02-07,0,5104,17627.04,17408.68,12 AM
2026-02-07,1,5104,19356.09,19112.94,1 AM
2026-02-07,2,5104,20227.11,19980.64,2 AM
2026-02-07,3,5104,20270.68,19926.99,3 AM
2026-02-07,4,5104,19731.08,19437.87,4 AM
2026-02-07,5,5104,19306.23,18958.94,5 AM
2026-02-07,6,5104,19931.8,19561.77,6 AM
2026-02-07,7,5104,20617.11,20279.13,7 AM
2026-02-07,8,5104,21401.3,21044.91,8 AM
2026-02-07,9,5104,20731.24,20342.28,9 AM
2026-02-07,10,5104,20082.17,19826.09,10 AM
2026-02-07,11,5104,19016.85,18800.0,11 AM
2026-02-07,12,5104,17714.83,17520.81,12 PM
2026-02-07,13,5104,16846.67,16661.9,1 PM
2026-02-07,14,5104,16198.41,16106.88,2 PM
2026-02-07,15,5104,16321.05,16220.96,3 PM
2026-02-07,16,5104,16374.42,16192.03,4 PM
2026-02-07,17,5104,17228.47,17020.67,5 PM
2026-02-07,18,5104,18928.45,18734.52,6 PM
2026-02-07,19,5104,20967.74,20653.82,7 PM
2026-02-07,20,5104,23657.5,23317.12,8 PM
2026-02-07,21,5104,25829.42,25422.97,9 PM
2026-02-07,22,5104,26891.76,26494.45,10 PM
2026-02-07,23,5104,26138.25,25777.49,11 PM
2026-02-08,0,5104,18162.35,17895.32,12 AM
2026-02-08,1,5104,20380.65,20063.77,1 AM
2026-02-08,2,5104,21997.29,21691.67,2 AM
2026-02-08,3,5104,22491.77,22165.9,3 AM
2026-02-08,4,5104,22113.25,21832.3,4 AM
2026-02-08,5,5104,21569.3,21295.13,5 AM
2026-02-08,6,5104,21693.25,21441.62,6 AM
2026-02-08,7,5104,21280.4,21011.62,7 AM
2026-02-08,8,5104,21141.16,20719.5,8 AM
2026-02-08,9,5104,19966.41,19544.43,9 AM
2026-02-08,10,5104,18686.09,18382.25,10 AM
2026-02-08,11,5104,17167.64,16897.79,11 AM
2026-02-08,12,5104,16046.91,15656.12,12 PM
2026-02-08,13,5104,15622.59,15229.26,1 PM
2026-02-08,14,5104,15282.43,14904.41,2 PM
2026-02-08,15,5104,15556.42,15167.83,3 PM
2026-02-08,16,5104,15423.51,15064.86,4 PM
2026-02-08,17,5104,16230.98,15833.12,5 PM
2026-02-08,18,5104,17964.75,17555.57,6 PM
2026-02-08,19,5104,20225.84,19745.86,7 PM
2026-02-08,20,5104,22726.92,22229.8,8 PM
2026-02-08,21,5104,25203.75,24591.31,9 PM
2026-02-08,22,5104,27408.26,26890.25,10 PM
2026-02-08,23,5104,28044.41,27743.6,11 PM
2026-02-09,0,5106,18336.58,18166.97,12 AM
2026-02-09,1,5106,19317.71,19184.67,1 AM
2026-02-09,2,5106,19504.55,19372.01,2 AM
2026-02-09,3,5106,19035.84,18885.38,3 AM
2026-02-09,4,5106,19053.64,18904.78,4 AM
2026-02-09,5,5106,20335.03,20154.56,5 AM
2026-02-09,6,5106,23201.5,22974.9,6 AM
2026-02-09,7,5106,24773.93,24544.4,7 AM
2026-02-09,8,5106,25652.25,25274.75,8 AM
2026-02-09,9,5106,24202.61,23832.84,9 AM
2026-02-09,10,5106,23057.6,22752.53,10 AM
2026-02-09,11,5106,21371.14,21103.63,11 AM
2026-02-09,12,5106,19480.55,19241.27,12 PM
2026-02-09,13,5106,17931.08,17719.13,1 PM
2026-02-09,14,5106,16880.93,16685.43,2 PM
2026-02-09,15,5106,16869.62,16665.24,3 PM
2026-02-09,16,5106,17325.63,17112.12,4 PM
2026-02-09,17,5106,18395.04,17989.87,5 PM
2026-02-09,18,5106,21049.22,20570.64,6 PM
2026-02-09,19,5106,23444.24,22929.32,7 PM
2026-02-09,20,5106,25417.56,24913.2,8 PM
2026-02-09,21,5106,26335.32,25859.86,9 PM
2026-02-09,22,5106,25635.61,25169.75,10 PM
2026-02-09,23,5106,23373.65,22975.14,11 PM
2026-02-10,0,5111,18438.6,18125.69,12 AM
2026-02-10,1,5111,19284.29,19032.96,1 AM
2026-02-10,2,5111,19389.26,19069.5,2 AM
2026-02-10,3,5111,18917.72,18692.77,3 AM
2026-02-10,4,5111,18982.39,18776.48,4 AM
2026-02-10,5,5111,20254.78,19952.61,5 AM
2026-02-10,6,5111,22932.93,22597.54,6 AM
2026-02-10,7,5111,24557.57,24210.8,7 AM
2026-02-10,8,5111,25187.18,24785.61,8 AM
2026-02-10,9,5111,24138.32,23703.89,9 AM
2026-02-10,10,5111,23160.28,22767.53,10 AM
2026-02-10,11,5111,21472.4,21051.29,11 AM
2026-02-10,12,5111,19781.77,19656.66,12 PM
2026-02-10,13,5111,18124.37,18036.17,1 PM
2026-02-10,14,5111,16859.85,16779.22,2 PM
2026-02-10,15,5111,16907.64,16817.22,3 PM
2026-02-10,16,5111,17401.45,17233.68,4 PM
2026-02-10,17,5111,18563.22,18304.84,5 PM
2026-02-10,18,5111,21174.81,20938.15,6 PM
2026-02-10,19,5111,23500.01,23313.11,7 PM
2026-02-10,20,5111,25541.24,25307.73,8 PM
2026-02-10,21,5111,26536.34,26339.55,9 PM
2026-02-10,22,5111,25608.66,25436.49,10 PM
2026-02-10,23,5111,23410.52,23268.96,11 PM
2026-02-11,0,5114,18118.32,18019.22,12 AM
2026-02-11,1,5114,19097.04,19000.92,1 AM
2026-02-11,2,5114,19200.16,19095.89,2 AM
2026-02-11,3,5114,18673.64,18554.44,3 AM
2026-02-11,4,5114,18725.86,18538.64,4 AM
2026-02-11,5,5114,19997.83,19848.71,5 AM
2026-02-11,6,5114,22434.84,22183.14,6 AM
2026-02-11,7,5114,24056.28,23800.15,7 AM
2026-02-11,8,5114,24673.84,24326.46,8 AM
2026-02-11,9,5114,23621.63,23311.2,9 AM
2026-02-11,10,5114,22475.49,22168.76,10 AM
2026-02-11,11,5114,20683.61,20428.96,11 AM
2026-02-11,12,5114,19100.87,18907.32,12 PM
2026-02-11,13,5114,17642.99,17551.02,1 PM
2026-02-11,14,5114,16938.93,16844.81,2 PM
2026-02-11,15,5114,16877.77,16764.98,3 PM
2026-02-11,16,5114,17453.16,17317.04,4 PM
2026-02-11,17,5114,18315.69,18140.01,5 PM
2026-02-11,18,5114,20605.23,20362.47,6 PM
2026-02-11,19,5114,22983.35,22693.48,7 PM
2026-02-11,20,5114,24977.83,24634.76,8 PM
2026-02-11,21,5114,25909.16,25483.32,9 PM
2026-02-11,22,5114,25349.16,25101.16,10 PM
2026-02-11,23,5114,23199.61,22867.68,11 PM
2026-02-12,0,5117,17830.23,17656.35,12 AM
2026-02-12,1,5117,18893.89,18553.51,1 AM
2026-02-12,2,5117,18995.7,18621.63,2 AM
2026-02-12,3,5117,18516.29,18245.69,3 AM
2026-02-12,4,5117,18702.61,18336.95,4 AM
2026-02-12,5,5117,19880.82,19512.19,5 AM
2026-02-12,6,5117,22671.27,22246.54,6 AM
2026-02-12,7,5117,23891.03,23475.93,7 AM
2026-02-12,8,5117,24356.65,23928.82,8 AM
2026-02-12,9,5117,22587.65,22321.14,9 AM
2026-02-12,10,5117,20868.61,20577.14,10 AM
2026-02-12,11,5117,19091.77,18822.8,11 AM
2026-02-12,12,5117,17686.97,17441.19,12 PM
2026-02-12,13,5117,17296.32,17173.81,1 PM
2026-02-12,14,5117,16816.32,16561.54,2 PM
2026-02-12,15,5117,17842.72,17613.6,3 PM
2026-02-12,16,5117,17686.62,17483.55,4 PM
2026-02-12,17,5117,18453.8,18272.51,5 PM
2026-02-12,18,5117,20545.93,20342.92,6 PM
2026-02-12,19,5117,22314.86,22130.08,7 PM
2026-02-12,20,5117,23935.6,23754.9,8 PM
2026-02-12,21,5117,24633.8,24361.21,9 PM
2026-02-12,22,5117,24287.03,24012.49,10 PM
